horse,ball,bike,train,coal,book,doll,block,gloves,score,n_items
0,5,1,0,0,1,0,0,4,31.7274797049,11
0,9,0,0,0,1,2,0,1,31.727494418400003,13
0,1,1,0,0,3,0,0,5,31.72813155610001,10
0,1,0,1,0,2,3,0,0,31.7282928273,7
1,0,0,0,0,6,2,0,2,31.731288231700002,11
1,6,0,0,0,2,2,0,0,31.732468872600002,11
0,7,0,0,0,0,3,0,2,31.7336990706,12
1,5,1,0,0,0,0,0,1,31.7341711616,8
0,0,0,2,0,0,0,1,0,31.734310181999998,3
1,4,0,0,0,1,3,0,1,31.7343218365,10
0,1,1,0,0,2,2,0,0,31.734613749,6
2,3,0,0,0,2,0,0,8,31.734739082199997,15
1,2,0,0,0,7,1,0,1,31.7349654227,12
1,1,0,0,0,2,1,0,11,31.7350399767,16
0,4,0,0,0,9,0,0,2,31.735891384000002,15
0,2,1,0,0,3,0,0,3,31.736007772199997,9
0,0,0,1,0,0,2,1,0,31.7360269044,4
0,0,0,0,0,7,2,0,4,31.7378843785,13
0,0,1,0,0,4,1,0,4,31.7380198819,10
0,8,0,1,0,0,0,0,4,31.7387159765,13
0,14,0,0,0,1,0,0,1,31.740981963200003,16
1,1,0,0,0,3,3,0,2,31.7419107846,10
0,1,0,0,0,3,1,0,13,31.7421219266,18
0,1,0,1,0,2,0,0,11,31.7432066993,15
0,2,0,0,0,0,2,0,13,31.7437325458,17
0,2,0,0,0,8,1,0,3,31.7440152902,14
1,0,0,0,0,1,2,1,2,31.744133874299997,7
1,1,0,0,0,0,0,2,1,31.7444320539,5
0,3,0,1,0,2,0,0,8,31.744547605999998,14
0,9,0,0,0,0,0,0,10,31.7464050459,19
1,4,0,0,0,0,1,0,10,31.7474340059,16
1,0,0,0,0,0,0,1,11,31.747539968,13
1,4,0,0,0,3,0,1,0,31.747796373499998,9
1,5,0,0,0,5,1,0,0,31.7480836179,12
0,1,0,2,0,2,1,0,0,31.748157492399997,6
1,3,0,1,0,1,0,0,6,31.7484753403,12
2,5,0,0,0,0,0,1,0,31.7487668009,8
2,3,0,1,0,0,0,0,4,31.74883679860001,10
1,6,0,0,0,1,0,0,9,31.7496002844,17
0,12,0,0,0,0,1,0,2,31.749645809,15
0,10,0,0,0,5,0,0,0,31.749928632399996,15
0,7,0,0,0,2,0,1,1,31.750304289099997,11
1,3,0,0,0,4,2,0,1,31.751090057800003,11
1,2,0,0,0,2,1,1,1,31.751178065799998,8
0,2,0,0,0,1,4,0,4,31.7526679733,11
0,0,0,0,0,1,0,1,13,31.752885807800002,15
1,1,0,0,0,5,0,1,1,31.7535655434,9
0,1,1,0,0,3,1,0,1,31.7544153279,7
1,1,0,1,0,1,0,0,9,31.756368101,13
1,3,0,0,0,3,0,0,10,31.756482778600002,17
2,2,1,0,0,1,0,0,0,31.7564861998,6
0,1,0,0,0,4,3,0,4,31.7574589127,12
2,0,1,0,0,5,0,0,0,31.758143574899997,8
0,0,0,2,0,5,0,0,0,31.75822523110001,7
0,1,1,0,0,2,0,1,0,31.7582799065,5
0,5,0,0,0,1,1,1,2,31.7586090813,10
0,7,0,0,0,7,0,0,1,31.7600672302,15
1,5,1,0,0,1,0,0,1,31.760672656799997,9
4,1,0,0,0,0,0,0,7,31.7606944225,12
0,3,0,0,0,0,2,1,3,31.7607449998,9
0,0,1,0,0,3,1,0,4,31.7607518328,9
1,11,0,0,0,2,0,0,0,31.7629665627,14
0,0,0,1,0,0,0,0,16,31.7634583595,17
0,0,0,0,0,2,2,1,4,31.7637313043,9
0,2,1,0,0,2,1,0,2,31.7646357682,8
0,8,0,0,0,4,1,0,1,31.7651132037,14
0,4,0,0,0,2,3,0,3,31.7681544184,12
0,0,0,0,0,0,2,0,16,31.7682479562,18
0,1,0,0,0,6,0,1,3,31.7687206463,11
2,1,0,1,0,0,0,0,7,31.7692697474,11
0,3,0,0,0,4,0,0,12,31.7706050096,19
3,0,0,0,0,0,1,1,0,31.771015706900002,5
0,4,0,0,0,1,1,0,12,31.7714156696,18
0,3,0,0,0,5,2,0,3,31.771440066599997,13
0,6,0,0,0,3,2,0,2,31.7716145334,13
0,5,0,0,0,6,1,0,2,31.7717681944,14
1,9,0,0,0,1,1,0,1,31.7744436783,13
3,1,0,0,0,2,2,0,0,31.7784064308,8
0,1,0,3,0,0,0,0,0,31.7785192474,4
0,2,0,0,0,3,1,1,3,31.7788006836,10
0,3,1,0,0,2,0,0,5,31.7798639954,11
0,4,0,0,0,4,0,1,2,31.7808585381,11
3,0,0,0,0,5,1,0,0,31.780995310500003,9
0,1,0,0,0,1,0,2,3,31.7813448919,7
1,4,1,0,0,1,0,0,0,31.781714386199997,7
1,7,0,0,0,0,2,0,2,31.782570602899998,12
0,6,0,0,0,2,0,0,11,31.783465740700002,19
2,6,0,0,0,2,1,0,0,31.784030640300003,11
2,2,0,0,0,0,3,0,2,31.7861053652,9
3,1,0,0,0,1,0,0,9,31.786423849200002,14
0,0,0,2,0,1,0,0,7,31.7866511486,10
0,3,1,0,0,2,0,0,4,31.7868918606,10
0,4,1,0,0,1,1,0,1,31.787529556,8
0,3,1,0,0,2,1,0,2,31.7879673758,9
2,4,0,0,0,1,2,0,1,31.788915808800002,10
0,0,0,1,0,6,1,0,2,31.78915476,10
0,6,1,0,0,0,1,0,0,31.7902738131,8
1,0,0,0,0,0,4,0,5,31.7909352364,10
1,12,0,0,0,0,0,0,2,31.7911100309,15
0,8,0,0,0,0,0,1,3,31.791666571900002,12
0,0,0,1,0,0,3,0,5,31.7927399218,9
1,0,0,1,0,5,1,0,0,31.7933406366,8
0,7,1,0,0,0,0,0,1,31.7934108533,9
2,0,0,0,0,6,1,0,2,31.795207990599998,11
2,2,0,0,0,7,0,0,1,31.7961078437,12
0,0,1,0,0,3,2,0,1,31.796808698200003,7
1,2,1,0,0,2,0,0,3,31.797648431,9
0,2,0,2,0,0,1,0,2,31.7988247603,7
0,6,0,1,0,0,0,0,7,31.7995519166,14
0,1,0,1,0,3,2,0,2,31.8002771288,9
0,2,0,1,0,0,3,0,2,31.801282894299998,8
0,0,0,0,0,1,4,0,7,31.8018353906,12
1,1,0,1,0,2,2,0,0,31.8024782671,7
2,1,0,0,0,2,0,0,11,31.8025566406,16
0,0,0,2,0,0,0,2,0,31.8027485635,4
1,0,0,0,0,7,1,0,4,31.8034601691,13
0,0,0,3,0,0,0,1,0,31.8041969319,4
2,5,0,0,0,5,0,0,0,31.804207120999997,12
2,1,0,0,0,3,2,0,2,31.8043180519,10
0,8,1,0,0,2,0,0,0,31.8051106626,11
2,0,0,0,0,1,1,1,2,31.8054370399,7
2,1,1,0,0,2,0,0,1,31.8055868355,7
0,0,0,1,0,1,1,1,2,31.806197273000002,6
0,0,0,0,0,8,1,0,6,31.8065496412,15
2,4,0,0,0,0,0,0,10,31.8068166979,16
1,2,0,0,0,8,0,0,3,31.806950233000002,14
2,2,0,0,0,2,0,1,1,31.8076514888,8
0,1,1,0,0,3,0,0,6,31.807896078699997,11
1,0,1,0,0,3,0,0,3,31.808306913200003,8
1,5,0,0,0,1,0,1,2,31.8094515657,10
2,3,0,0,0,4,1,0,1,31.809970690500002,11
0,2,0,1,0,0,0,0,13,31.810852543200003,16
1,0,1,0,0,4,0,0,4,31.8117169594,10
1,1,0,0,0,3,0,0,13,31.811736275799998,18
0,2,0,0,0,9,0,0,5,31.812037867399997,16
1,0,0,2,0,0,0,0,5,31.8134821432,8
1,2,0,0,0,0,1,0,13,31.8138056012,17
1,0,0,1,0,0,1,1,0,31.8139100929,4
0,1,0,2,0,3,0,0,2,31.815092820700002,8
0,1,0,0,0,4,0,0,15,31.8157202522,20
1,2,0,0,0,1,3,0,4,31.8158546698,11
1,3,0,0,0,0,1,1,3,31.8162024052,9
1,8,0,0,0,4,0,0,1,31.8179636046,14
0,11,0,0,0,3,0,0,2,31.8192850274,16
0,4,1,0,0,2,1,0,1,31.8194420551,9
2,9,0,0,0,1,0,0,1,31.8198621617,13
0,2,0,0,0,1,1,0,15,31.8211822744,19
1,1,1,0,0,2,1,0,0,31.8212185383,6
1,1,0,0,0,4,2,0,4,31.8223007862,12
0,4,0,1,0,0,0,0,10,31.823647968299998,15
0,5,1,0,0,2,0,0,0,31.8237002581,8
4,0,0,0,0,0,0,1,0,31.824564947600003,5
0,0,0,3,0,0,2,0,1,31.8261220618,6
1,4,0,0,0,2,2,0,3,31.8268317372,12
1,6,0,0,0,3,1,0,2,31.8268944525,13
0,5,1,0,0,1,0,0,3,31.827533406599997,10
0,2,0,1,0,7,0,0,1,31.8285244413,11
1,0,0,0,0,2,1,1,4,31.828560104,9
2,7,0,0,0,0,1,0,2,31.829102864099998,12
0,9,0,0,0,2,1,0,3,31.830234072600003,15
1,5,0,0,0,6,0,0,2,31.830407072899998,14
0,5,0,0,0,0,3,0,5,31.8325299884,13
1,1,0,2,0,2,0,0,0,31.8328522034,6
1,3,0,0,0,5,1,0,3,31.8328851061,13
0,1,0,0,0,5,2,0,6,31.8338659208,14
3,6,0,0,0,2,0,0,0,31.834041904,11
0,7,0,0,0,1,2,0,4,31.8350408337,14
1,4,0,0,0,1,0,0,12,31.8351925884,18
4,1,0,0,0,2,1,0,0,31.8361442844,8
0,2,0,0,0,2,3,0,6,31.8362736965,13
1,2,0,0,0,3,0,1,3,31.8390834985,10
0,1,0,0,0,0,2,1,6,31.839464648299998,10
0,0,0,0,0,1,1,0,18,31.839740840300003,20
3,4,0,0,0,1,1,0,1,31.841566507,10
4,0,0,0,0,5,0,0,0,31.841947201,9
1,1,1,0,0,3,0,0,1,31.842580286700002,7
3,2,0,0,0,0,2,0,2,31.843159118400003,9
1,0,1,0,0,3,0,0,4,31.8431737154,9
0,0,0,0,0,3,1,1,6,31.8434110415,11
1,0,0,0,0,0,1,0,16,31.8458879608,18
0,4,1,0,0,2,0,0,2,31.846084744099997,9
0,2,1,0,0,4,0,0,1,31.846550856,8
0,1,1,0,0,3,2,0,0,31.8472943116,7
0,3,0,0,0,6,1,0,5,31.8487082679,15
0,3,1,0,0,2,1,0,0,31.848928233899997,7
0,5,0,0,0,7,0,0,4,31.8492524938,16
0,3,0,1,0,4,1,0,1,31.849344846399998,10
0,7,1,0,0,0,0,0,2,31.8493449281,10
1,2,1,0,0,2,0,0,2,31.8522458837,8
0,7,0,0,0,0,0,0,13,31.8525281902,20
0,3,0,0,0,1,1,1,5,31.8531912209,11
0,4,0,1,0,1,2,0,1,31.8534640958,9
0,4,0,0,0,2,0,0,14,31.8536200806,20
0,8,0,0,0,5,0,0,3,31.8540356408,16
0,4,0,0,0,3,2,0,5,31.854713104800002,14
0,5,0,0,0,2,0,1,4,31.854977702600003,12
0,0,0,1,0,7,0,0,4,31.855881315799998,12
2,2,1,0,0,2,0,0,0,31.8575334608,7
2,0,0,0,0,0,3,0,5,31.8583619023,10
3,0,0,0,0,6,0,0,2,31.8583898891,11
0,2,0,1,0,2,0,1,1,31.8598811417,7
0,6,0,0,0,4,1,0,4,31.859941295100004,15
0,0,0,1,0,1,2,0,7,31.86100041380001,11
0,2,0,0,0,4,0,1,5,31.8611441256,12
1,0,0,1,0,6,0,0,2,31.8621071014,10
0,0,1,0,0,5,1,0,3,31.8634721279,10
0,2,0,2,0,1,0,0,4,31.863553692399996,9
0,12,0,0,0,1,0,0,4,31.863923047199997,17
3,0,0,0,0,1,0,1,2,31.8648542539,7
2,0,0,1,0,5,0,0,0,31.8654293807,8
3,1,0,0,0,3,1,0,2,31.865546455700002,10
3,3,0,0,0,4,0,0,1,31.8677080755,11
2,0,0,0,0,7,0,0,4,31.868448793400002,13
2,3,0,0,0,0,0,1,3,31.8688950246,9
0,1,1,0,0,3,1,0,3,31.8699737868,9
1,3,1,0,0,2,0,0,2,31.870385187600004,9
0,1,0,1,0,4,1,0,4,31.8710430265,11
1,0,0,0,0,1,3,0,7,31.8720001065,12
0,10,0,0,0,0,1,0,5,31.8724557665,16
0,0,0,0,0,9,0,0,8,31.872729700900003,17
1,0,0,0,0,8,0,0,6,31.8730036528,15
3,7,0,0,0,0,0,0,2,31.8731654793,12
0,2,0,1,0,1,2,0,4,31.8732828144,10
1,1,0,1,0,3,1,0,2,31.8750215061,9
0,0,0,1,0,2,0,1,4,31.875755649600002,8
2,1,0,1,0,2,1,0,0,31.8760590744,7
1,0,0,1,0,0,2,0,5,31.8764178855,9
1,4,1,0,0,1,0,0,1,31.8770239406,8
1,0,1,0,0,3,1,0,1,31.8772197335,7
2,2,0,0,0,1,2,0,4,31.877506154000002,11
1,2,0,1,0,0,2,0,2,31.878696009299997,8
0,0,0,0,0,2,3,0,9,31.8794731398,14
0,5,0,1,0,5,0,0,0,31.879533263000003,11
1,9,0,0,0,2,0,0,3,31.879818622600002,15
2,6,0,0,0,3,0,0,2,31.880809696,13
1,6,1,0,0,0,0,0,0,31.8817333766,8
2,2,0,0,0,0,0,0,13,31.8825758435,17
2,4,0,0,0,2,1,0,3,31.8839747754,12
1,0,0,1,0,1,0,1,2,31.884464820700003,6
0,6,0,1,0,2,1,0,0,31.8854782523,10
2,1,0,0,0,4,1,0,4,31.8862346072,12
0,1,0,0,0,0,6,0,0,31.886475242800003,7
1,7,0,0,0,1,1,0,4,31.887098365,14
1,5,0,0,0,0,2,0,5,31.8887962568,13
1,2,0,2,0,0,0,0,2,31.8890816587,7
2,0,0,1,0,0,0,1,0,31.891219696799997,4
2,0,0,0,0,2,0,1,4,31.892052637,9
4,4,0,0,0,1,0,0,1,31.8920925547,10
5,1,0,0,0,2,0,0,0,31.892193271100002,8
1,2,0,0,0,1,0,0,15,31.8926027484,19
2,3,0,0,0,5,0,0,3,31.8933972554,13
0,0,1,0,0,3,2,0,0,31.895116856799998,6
0,5,0,1,0,0,0,1,0,31.8952892535,7
4,2,0,0,0,0,1,0,2,31.897789293600002,9
0,0,1,0,0,4,0,0,5,31.8997647975,10
1,1,0,0,0,5,1,0,6,31.899896447600003,14
1,4,1,0,0,2,0,0,1,31.9005303049,9
1,2,0,0,0,2,2,0,6,31.9012796067,13
0,0,0,0,0,3,5,0,0,31.902593992399996,8
1,1,0,0,0,0,1,1,6,31.904489820300004,10
0,3,0,0,0,0,3,0,8,31.9074022687,14
0,1,0,0,0,6,1,0,8,31.907802148600002,16
2,1,1,0,0,2,0,0,0,31.908654840300002,6
1,0,0,0,0,3,0,1,6,31.909809684499997,11
0,0,1,0,0,3,0,1,0,31.910733534299997,5
0,4,0,2,0,1,0,0,1,31.911217619200002,8
0,1,1,0,0,4,0,0,3,31.9113012,9
1,3,0,0,0,6,0,0,5,31.911490929699998,15
1,3,0,0,0,1,0,1,5,31.9118201447,11
0,6,0,0,0,0,0,1,6,31.913076372,13
1,4,0,0,0,3,1,0,5,31.9153928764,14
1,10,0,0,0,0,0,0,5,31.916078819699997,16
0,2,0,0,0,3,2,0,8,31.9170935267,15
1,6,0,0,0,4,0,0,4,31.9172135285,15
1,0,0,0,0,1,0,0,18,31.917804368600002,20
1,3,0,1,0,4,0,0,1,31.9197389404,10
0,0,0,0,0,4,0,1,8,31.920526254099997,13
0,2,0,0,0,12,0,0,0,31.921274225500003,14
0,3,0,1,0,5,0,0,3,31.9215435872,12
0,1,0,0,0,1,1,1,8,31.922453324899998,12
2,0,0,0,0,0,0,0,16,31.9229173838,18
0,3,0,0,0,7,0,0,7,31.9230926434,17
3,0,0,0,0,0,2,0,5,31.9242439139,10
1,4,0,1,0,1,1,0,1,31.924522713200002,9
4,1,0,0,0,3,0,0,2,31.9254660311,10
0,5,0,0,0,1,2,0,7,31.9255779318,15
0,1,1,0,0,3,1,0,2,31.925792197800003,8
1,1,1,0,0,3,1,0,0,31.92653897,7
0,9,0,0,0,3,0,0,5,31.9283436452,17
0,0,1,0,0,4,1,0,1,31.9284812576,7
0,5,1,0,0,1,1,0,0,31.9290438948,8
0,0,0,1,0,2,1,0,9,31.929489047399997,13
0,4,0,1,0,2,1,0,3,31.9297255194,11
0,7,0,0,0,2,1,0,6,31.931589461399998,16
0,0,0,0,0,11,1,0,1,31.9330478134,13
2,7,0,0,0,1,0,0,4,31.9370567516,14
3,2,0,0,0,1,1,0,4,31.937407256500002,11
0,4,0,0,0,4,1,0,7,31.937953739,16
0,3,1,0,0,2,1,0,1,31.938035478299998,8
3,4,0,0,0,2,0,0,3,31.9394261475,12
1,3,1,0,0,2,0,0,0,31.9394694281,7
0,2,1,0,0,3,1,0,2,31.939645066199997,9
0,1,0,1,0,5,0,0,6,31.9406142586,13
2,0,0,0,0,1,2,0,7,31.941093178499997,12
0,3,0,0,0,2,0,1,7,31.9414216733,13
0,6,1,0,0,1,0,0,1,31.9420255977,9
2,5,0,0,0,0,1,0,5,31.9426285308,13
0,3,0,1,0,0,0,1,3,31.9432389751,8
1,0,0,1,0,1,1,0,7,31.9444047865,11
0,2,0,1,0,2,1,0,6,31.9445390614,12
0,6,0,0,0,5,0,0,6,31.944643261,17
1,1,0,1,0,4,0,0,4,31.9462230668,11
0,0,1,0,0,6,1,0,2,31.946297443400002,10
0,2,1,0,0,3,0,0,4,31.948820170799998,10
3,1,0,1,0,2,0,0,0,31.9489236965,7
3,1,0,0,0,4,0,0,4,31.949159263000002,12
2,1,0,1,0,3,0,0,2,31.9492896008,9
5,2,0,0,0,0,0,0,2,31.9496089072,9
1,6,0,1,0,2,0,0,0,31.9507719099,10
1,0,0,0,0,2,2,0,9,31.9507736661,14
1,1,0,0,0,0,5,0,0,31.9507951654,7
1,2,0,1,0,1,1,0,4,31.9512009587,10
0,1,0,0,0,0,3,0,11,31.9513521356,15
1,1,1,0,0,3,0,0,3,31.9518196014,9
0,1,0,1,0,0,0,1,6,31.9519472373,9
0,0,0,0,0,3,2,0,11,31.9553071767,16
2,2,0,1,0,0,1,0,2,31.9554258143,8
2,0,1,0,0,3,0,0,1,31.9583180385,7
0,1,0,2,0,0,2,0,0,31.959347539699998,5
2,0,0,1,0,0,1,0,5,31.960004522800002,9
0,7,0,1,0,0,1,0,2,31.961539775,11
2,2,0,0,0,2,1,0,6,31.9650070434,13
2,1,0,0,0,5,0,0,6,31.9651506736,14
0,6,0,1,0,3,0,0,2,31.965621525,12
0,3,1,0,0,3,1,0,1,31.967471786799997,9
2,1,0,0,0,0,0,1,6,31.967624738,10
1,0,0,0,0,3,4,0,0,31.9685684957,8
0,6,0,0,0,0,4,0,0,31.9718500886,10
1,3,0,0,0,0,2,0,8,31.97242010110001,14
0,1,0,0,0,1,5,0,2,31.9724427719,9
0,0,1,0,0,4,0,0,6,31.9731613511,11
0,0,0,3,0,1,0,0,0,31.9733611188,4
2,4,0,0,0,3,0,0,5,31.9747488777,14
0,9,0,1,0,1,0,0,1,31.974750119899998,12
1,1,0,0,0,6,0,0,8,31.974866442199996,16
0,8,1,0,0,0,0,0,1,31.9772964939,10
0,4,1,0,0,2,0,0,3,31.978664698899998,10
0,1,0,0,0,7,0,0,10,31.9793671238,18
1,0,1,0,0,3,1,0,0,31.980337410900002,6
0,10,0,0,0,1,0,0,7,31.9818621163,18
0,0,0,0,0,4,4,0,2,31.9820637294,10
1,2,0,0,0,3,1,0,8,31.9836225677,15
1,5,0,0,0,1,1,0,7,31.9847425865,15
0,1,0,0,0,8,2,0,1,31.9858024434,12
1,7,0,0,0,2,0,0,6,31.986455926599998,16
0,3,0,0,0,9,1,0,0,31.986587038899998,13
0,1,0,1,0,0,1,0,11,31.987013506900002,14
0,8,0,0,0,0,1,0,8,31.9872487852,17
4,0,0,0,0,0,1,0,5,31.988321298200002,10
0,6,1,0,0,1,0,0,2,31.988515225700002,10
0,0,0,2,0,3,1,0,0,31.989513895300004,6
1,1,0,0,0,1,0,1,8,31.9895716225,12
0,2,0,0,0,0,3,1,1,31.990565078000003,7
0,3,0,0,0,1,2,0,10,31.9917482405,16
0,0,0,0,0,12,0,0,3,31.9932076966,15
3,5,0,0,0,0,0,0,5,31.9936570002,13
0,4,1,0,0,3,0,0,0,31.9941310106,8
0,1,0,1,0,0,4,0,0,31.9944062887,6
2,4,0,1,0,1,0,0,1,31.9944422341,9
4,2,0,0,0,1,0,0,4,31.995303346700002,11
0,2,0,0,0,4,1,0,10,31.9953886883,17
0,4,0,0,0,1,2,1,0,31.9974056079,8
0,0,0,1,0,3,0,0,11,31.9980895813,15
0,11,0,0,0,0,2,0,0,31.9981491286,13
0,3,0,0,0,2,4,0,1,31.9983466225,10
1,0,0,0,0,11,0,0,1,31.9984440907,13
0,16,0,0,0,0,0,0,0,32.0000000033,16
1,4,0,0,0,4,0,0,7,32.0003680379,16
0,0,0,1,0,3,3,0,0,32.001525392800005,7
1,4,0,1,0,2,0,0,3,32.0019496537,11
0,1,0,0,0,2,0,1,10,32.0026736571,14
0,4,0,1,0,3,0,0,5,32.004233851799995,13
0,0,0,2,0,0,0,0,9,32.004974237,11
0,0,0,0,0,6,1,1,1,32.0050816963,9
0,0,1,0,0,4,2,0,0,32.0051357622,7
0,2,0,0,0,5,3,0,1,32.0061313493,11
2,1,1,0,0,3,0,0,0,32.006452172399996,7
0,5,0,1,0,0,1,0,5,32.007567078,12
3,0,0,0,0,1,1,0,7,32.0089411653,12
0,1,0,0,0,3,2,1,1,32.0099143041,8
0,0,1,0,0,5,0,0,6,32.0102442814,12
0,5,0,0,0,3,3,0,0,32.0106724415,11
0,0,0,0,0,1,1,2,1,32.0109995863,5
0,3,1,0,0,3,0,0,2,32.011442634299996,9
1,1,1,0,0,3,0,0,2,32.0120186018,8
0,2,0,0,0,7,0,1,0,32.0121953535,10
1,0,0,1,0,2,0,0,9,32.0125924918,13
0,2,1,0,0,3,1,0,0,32.0130741941,7
2,1,0,0,0,0,4,0,0,32.013402981,7
0,4,0,0,0,0,0,1,9,32.0142125475,14
0,5,0,0,0,2,1,0,9,32.0146334334,17
0,2,0,1,0,3,0,0,8,32.0150986868,14
0,4,0,0,0,6,2,0,0,32.0154534865,12
1,0,1,0,0,4,0,0,1,32.01554372,7
0,3,0,1,0,0,1,0,8,32.015860868400004,13
0,2,0,0,0,2,0,2,0,32.0176760988,6
0,4,0,0,0,5,0,0,9,32.0181356715,18
1,5,1,0,0,1,0,0,0,32.0185609779,8
1,2,1,0,0,3,0,0,2,32.020528048,9
0,3,0,0,0,4,1,1,0,32.0211861062,9
2,0,0,0,0,2,1,0,9,32.0212064538,14
1,2,0,1,0,2,0,0,6,32.0228046952,12
1,6,0,0,0,0,3,0,0,32.0237369081,10
0,8,1,0,0,0,0,0,0,32.0238068313,9
0,7,0,0,0,3,0,0,8,32.0238086831,18
0,3,1,0,0,3,0,0,4,32.024410416100004,11
1,1,0,0,0,0,2,0,11,32.0248655292,15
0,1,0,2,0,1,1,0,2,32.0256467859,7
1,3,1,0,0,2,0,0,1,32.0258813139,8
1,7,0,1,0,0,0,0,2,32.0269684068,11
3,2,0,0,0,2,0,0,6,32.0272800889,13
1,0,0,0,0,3,1,0,11,32.0275252312,16
2,0,0,1,0,1,0,0,7,32.0277790676,11
0,1,0,0,0,1,2,0,13,32.028198134,17
2,2,0,1,0,1,0,0,4,32.0285992206,10
1,4,1,0,0,3,0,0,0,32.0287238994,9
0,0,0,0,0,4,1,0,13,32.029481913000005,18
0,1,1,0,0,5,0,0,1,32.030597645,8
0,0,1,0,0,4,1,0,3,32.031140933,9
3,2,0,1,0,0,0,0,2,32.0313334427,8
0,9,0,0,0,1,0,1,0,32.0315691223,11
2,0,0,0,0,3,3,0,0,32.0335500053,8
2,3,0,0,0,0,1,0,8,32.0355721961,14
1,8,0,0,0,0,0,0,8,32.0375138417,17
1,1,0,0,0,1,4,0,2,32.038717156,9
0,7,0,0,0,0,1,1,1,32.0387931974,10
1,11,0,0,0,0,1,0,0,32.0407876548,13
2,5,0,0,0,1,0,0,7,32.0418813846,15
3,0,0,1,0,0,0,0,5,32.0434397195,9
0,7,0,1,0,1,0,0,4,32.0448333929,13
1,3,1,0,0,3,0,0,1,32.0469584013,9
1,3,0,0,0,9,0,0,0,32.0488818873,13
2,2,0,0,0,3,0,0,8,32.0490856296,15
1,0,0,0,0,4,3,0,2,32.0492767456,10
1,2,0,0,0,0,2,1,1,32.0497816197,7
5,0,0,0,0,0,0,0,5,32.0502813662,10
1,1,0,0,0,8,1,0,1,32.0505291723,12
1,4,0,0,0,1,1,1,0,32.0514073225,8
1,1,0,2,0,0,1,0,0,32.0519758127,5
0,1,0,1,0,1,0,0,13,32.053297375999996,16
0,3,0,0,0,10,0,0,2,32.0552458827,15
0,1,0,0,0,9,1,0,3,32.0553717579,14
0,1,0,0,0,2,4,0,4,32.0556797228,11
0,0,0,0,0,0,3,1,4,32.0561711258,8
0,0,0,2,0,4,0,0,2,32.0586504649,8
1,3,0,0,0,1,1,0,10,32.0588266711,16
0,0,0,0,0,5,3,0,4,32.0591895918,12
1,3,0,0,0,2,3,0,1,32.0597904679,10
0,4,0,0,0,0,4,0,3,32.0608185679,11
0,9,1,0,0,0,0,0,0,32.063163515700005,10
1,2,0,0,0,4,0,0,10,32.0631980919,17
2,0,1,0,0,3,0,0,0,32.066339082199995,6
0,1,0,1,0,1,3,0,2,32.0663921479,8
1,5,0,0,0,3,2,0,0,32.068322197,11
0,10,0,0,0,3,1,0,0,32.0695395192,14
1,0,0,0,0,6,0,1,1,32.0697306203,9
1,2,0,0,0,5,2,0,1,32.069754935700004,11
0,2,0,0,0,5,0,0,12,32.0713542256,19
0,4,1,0,0,3,0,0,3,32.0720159644,11
0,6,0,0,0,1,3,0,2,32.072253923299996,12
1,0,0,0,0,1,0,2,1,32.0728503332,5
1,1,0,0,0,3,1,1,1,32.072901050700004,8
0,0,0,1,0,4,2,0,2,32.0732431689,9
2,6,0,0,0,0,2,0,0,32.0732542351,10
0,3,0,0,0,2,1,0,12,32.073348958800004,18
3,1,0,0,0,0,3,0,0,32.0740462012,7
0,4,1,0,0,2,1,0,0,32.0741531294,8
0,8,0,0,0,2,2,0,1,32.0745772494,13
1,1,0,1,0,0,3,0,0,32.0750099105,6
4,0,0,0,0,1,0,0,7,32.075340312899996,12
1,1,0,1,0,0,0,0,11,32.0754898335,14
1,0,0,2,0,3,0,0,0,32.0756596167,6
1,4,0,0,0,6,1,0,0,32.0760422911,12
1,5,0,0,0,2,0,0,9,32.076225469099995,17
1,0,0,1,0,3,2,0,0,32.078748138,7
0,0,0,0,0,7,0,1,3,32.0794769356,11
0,3,0,0,0,0,0,2,2,32.0800509331,7
1,3,0,0,0,4,0,1,0,32.0803146329,9
0,2,0,0,0,1,2,1,3,32.0815724716,9
0,5,0,1,0,1,0,0,7,32.0822741129,14
0,2,0,0,0,0,0,1,12,32.0822807376,15
2,11,0,0,0,0,0,0,0,32.0823455429,13
0,6,0,0,0,0,1,0,11,32.082507579,18
1,5,0,1,0,0,0,0,5,32.0825716102,12
1,7,0,0,0,0,0,1,1,32.0828256519,10
1,0,1,0,0,4,1,0,0,32.0829915311,7
0,2,0,0,0,6,2,0,3,32.0842561431,13
0,3,0,0,0,3,3,0,3,32.0847827132,12
0,3,0,1,0,1,0,0,10,32.0848336341,15
0,8,0,0,0,1,0,0,10,32.08821691510001,19
0,6,0,0,0,8,0,0,1,32.090123237600004,15
3,0,0,0,0,2,0,0,9,32.0906324237,14
0,0,1,0,0,5,0,0,3,32.0907396216,9
0,0,1,0,0,4,1,0,2,32.0919979275,8
0,1,0,0,0,4,1,1,3,32.092340148000005,10
0,9,0,0,0,6,0,0,0,32.0927797462,15
0,4,0,0,0,2,1,1,2,32.0929129586,10
0,1,0,2,0,2,0,0,4,32.0933997308,9
0,6,0,0,0,3,0,1,1,32.093890909,11
0,4,0,0,0,7,1,0,2,32.0940034485,14
0,2,1,0,0,3,1,0,1,32.0941852035,8
0,5,1,0,0,2,0,0,1,32.0961342995,9
3,3,0,0,0,0,0,0,8,32.0965442842,14
